frame,probability,key,xmin,ymin,xmax,ymax
001circle_2p5_1,50.0,defect,0,544,144,592
001circle_2p5_1,50.0,defect,0,48,64,176
001circle_2p5_1,50.0,defect,352,352,384,416
001circle_2p5_1,50.0,defect,0,240,80,336
001circle_2p5_1,50.0,defect,0,464,48,512
001circle_2p5_1,50.0,defect,64,544,112,592
001circle_2p5_1,50.0,defect,0,320,80,416
001circle_2p5_1,50.0,defect,0,96,48,144
001circle_2p5_1,50.0,defect,112,0,208,32
001circle_2p5_1,50.0,defect,336,320,384,368
001circle_2p5_1,50.0,defect,0,480,32,544
001circle_2p5_1,50.0,defect,0,288,48,336
001circle_2p5_1,50.0,defect,0,224,48,400
001circle_2p5_1,50.0,defect,144,0,192,48
001circle_2p5_1,50.0,defect,0,272,32,368
001circle_2p5_1,50.0,defect,336,32,384,80
001circle_2p5_1,50.0,defect,208,176,384,352
001circle_2p5_1,50.0,defect,0,528,48,576
001circle_2p5_1,50.0,defect,0,304,48,352
001circle_2p5_1,50.0,defect,336,384,384,432
001circle_2p5_1,50.0,defect,32,544,80,592
001circle_2p5_1,50.0,defect,16,496,112,592
001circle_2p5_1,50.0,defect,0,48,32,112
001circle_2p5_1,50.0,defect,112,0,208,80
001circle_2p5_1,50.0,defect,368,160,384,256
001circle_2p5_1,50.0,defect,0,320,48,368
001circle_2p5_1,50.0,defect,128,0,176,48
001circle_2p5_1,50.0,defect,352,176,384,240
001circle_2p5_1,50.0,defect,320,400,384,528
001circle_2p5_1,50.0,defect,288,352,384,448
001circle_2p5_1,50.0,defect,160,0,224,32
001circle_2p5_1,50.0,defect,144,0,240,80
001circle_2p5_1,50.0,defect,368,304,384,400
001circle_2p5_1,50.0,defect,336,16,384,64
001circle_2p5_1,50.0,defect,0,32,80,128
001circle_2p5_1,50.0,defect,320,544,368,592
001circle_2p5_1,50.0,defect,0,480,80,576
001circle_2p5_1,50.0,defect,0,112,192,288
001circle_2p5_1,50.0,defect,336,256,384,432
001circle_2p5_1,50.0,defect,0,432,64,560
001circle_2p5_1,50.0,defect,336,0,384,128
001circle_2p5_1,50.0,defect,208,0,256,48
001circle_2p5_1,50.0,defect,0,544,48,592
001circle_2p5_1,50.0,defect,64,0,192,64
001circle_2p5_1,50.0,defect,96,0,144,48
001circle_2p5_1,50.0,defect,240,0,336,32
001circle_2p5_1,50.0,defect,176,0,272,32
001circle_2p5_1,50.0,defect,288,0,384,32
001circle_2p5_1,50.0,defect,192,0,240,48
001circle_2p5_1,50.0,defect,112,0,160,48
001circle_2p5_1,50.0,defect,288,576,384,592
001circle_2p5_1,50.0,defect,80,0,176,32
001circle_2p5_1,50.0,defect,336,336,384,384
001circle_2p5_1,50.0,defect,0,272,80,368
001circle_2p5_1,50.0,defect,0,80,48,128
001circle_2p5_1,50.0,defect,304,544,352,592
001circle_2p5_1,50.0,defect,0,512,48,560
001circle_2p5_1,50.0,defect,368,352,384,448
001circle_2p5_1,50.0,defect,48,544,96,592
001circle_2p5_1,50.0,defect,288,304,384,400
001circle_2p5_1,50.0,defect,160,128,384,432
002circle_2p5_0,50.0,defect,336,16,384,64
002circle_2p5_0,50.0,defect,112,0,208,32
002circle_2p5_0,50.0,defect,128,0,176,48
002circle_2p5_0,50.0,defect,288,176,384,544
002circle_2p5_0,50.0,defect,16,0,64,48
002circle_2p5_0,50.0,defect,160,0,336,192
002circle_2p5_0,50.0,defect,0,0,80,32
002circle_2p5_0,50.0,defect,128,0,224,80
002circle_2p5_0,50.0,defect,0,256,80,352
002circle_2p5_0,50.0,defect,160,0,208,48
002circle_2p5_0,50.0,defect,0,208,48,384
002circle_2p5_0,50.0,defect,0,544,32,592
002circle_2p5_0,50.0,defect,0,288,80,592
002circle_2p5_0,50.0,defect,0,576,48,592
002circle_2p5_0,50.0,defect,208,256,384,432
002circle_2p5_0,50.0,defect,0,144,192,320
002circle_2p5_0,50.0,defect,0,0,96,64
002circle_2p5_0,50.0,defect,0,208,192,384
002circle_2p5_0,50.0,defect,0,128,80,496
002circle_2p5_0,50.0,defect,0,0,48,48
002circle_2p5_0,50.0,defect,32,0,208,192
002circle_2p5_0,50.0,defect,208,496,384,592
002circle_2p5_0,50.0,defect,48,0,224,48
002circle_2p5_0,50.0,defect,0,496,192,592
002circle_2p5_0,50.0,defect,96,0,192,80
002circle_2p5_0,50.0,defect,144,0,192,48
002circle_2p5_0,50.0,defect,0,288,48,336
002circle_2p5_0,50.0,defect,224,0,384,48
002circle_2p5_0,50.0,defect,176,0,240,32
002circle_2p5_0,50.0,defect,0,256,48,304
002circle_2p5_0,50.0,defect,336,0,384,48
002circle_2p5_0,50.0,defect,80,0,176,32
002circle_2p5_0,50.0,defect,288,0,384,288
002circle_2p5_0,50.0,defect,112,0,160,48
002circle_2p5_0,50.0,defect,0,304,48,352
002circle_2p5_0,50.0,defect,368,544,384,592
002circle_2p5_0,50.0,defect,0,224,32,320
002circle_2p5_0,50.0,defect,0,224,80,320
002circle_2p5_0,50.0,defect,0,352,192,528
002circle_2p5_0,50.0,defect,0,528,64,592
002circle_2p5_0,50.0,defect,0,0,32,80
002circle_2p5_0,50.0,defect,288,416,384,592
002circle_2p5_0,50.0,defect,0,256,32,352
002circle_2p5_0,50.0,defect,32,0,80,48
002circle_2p5_0,50.0,defect,0,16,48,64
002circle_2p5_0,50.0,defect,160,0,256,80
002circle_2p5_0,50.0,defect,0,272,48,320
002circle_2p5_0,50.0,defect,112,0,288,48
002circle_2p5_0,50.0,defect,0,0,64,96
002circle_2p5_0,50.0,defect,0,0,352,80
002circle_2p5_0,50.0,defect,96,0,272,192
002circle_2p5_0,50.0,defect,176,176,384,480
002circle_2p5_0,50.0,defect,16,384,320,592
002circle_2p5_0,50.0,defect,176,368,384,592
002circle_2p5_0,50.0,defect,0,128,304,432
002circle_2p5_0,50.0,defect,96,0,384,256
002circle_2p5_0,50.0,defect,0,0,288,256
002circle_2p5_0,50.0,defect,0,0,128,272
002circle_2p5_0,50.0,defect,0,256,256,560
002circle_2p5_0,50.0,defect,96,112,384,416
002circle_2p5_0,50.0,defect,80,256,384,560
002circle_2p5_0,50.0,defect,352,0,384,32
002circle_2p5_0,50.0,defect,0,0,32,32
002circle_2p5_0,50.0,defect,0,0,144,128
002circle_2p5_0,50.0,defect,0,0,80,192
002circle_2p5_0,50.0,defect,368,0,384,48
002circle_2p5_0,50.0,defect,96,0,384,128
002circle_2p5_0,50.0,defect,224,64,384,368
002circle_2p5_0,50.0,defect,224,0,384,160
002circle_2p5_0,50.0,defect,224,0,320,80
002circle_2p5_0,50.0,defect,336,304,384,352
002circle_2p5_0,50.0,defect,0,432,32,496
002circle_2p5_0,50.0,defect,0,432,64,560
002circle_2p5_0,50.0,defect,0,208,48,256
002circle_2p5_0,50.0,defect,112,0,288,352
002circle_2p5_0,50.0,defect,48,0,144,32
002circle_2p5_0,50.0,defect,272,0,336,32
002circle_2p5_0,50.0,defect,320,0,368,48
002circle_2p5_0,50.0,defect,0,192,32,288
002circle_2p5_0,50.0,defect,0,288,32,384
002circle_2p5_0,50.0,defect,320,256,384,384
002circle_2p5_0,50.0,defect,0,48,48,96
002circle_2p5_0,50.0,defect,80,0,128,48
002circle_2p5_0,50.0,defect,352,544,384,592
002circle_2p5_0,50.0,defect,0,144,48,320
002circle_2p5_0,50.0,defect,240,0,288,48
002circle_2p5_0,50.0,defect,336,320,384,368
002circle_2p5_0,50.0,defect,0,480,48,528
002circle_2p5_0,50.0,defect,0,384,80,480
002circle_2p5_0,50.0,defect,0,496,32,560
002circle_2p5_0,50.0,defect,352,336,384,400
002circle_2p5_0,50.0,defect,368,16,384,112
002circle_2p5_0,50.0,defect,320,16,384,144
002circle_2p5_0,50.0,defect,0,560,48,592
002circle_2p5_0,50.0,defect,0,80,192,256
002circle_2p5_0,50.0,defect,352,272,384,336
002circle_2p5_0,50.0,defect,224,0,320,32
002circle_2p5_0,50.0,defect,336,496,384,592
002circle_2p5_0,50.0,defect,208,0,272,32
002circle_2p5_0,50.0,defect,0,272,192,448
002circle_2p5_0,50.0,defect,0,240,48,288
002circle_2p5_0,50.0,defect,64,0,160,80
002circle_2p5_0,50.0,defect,48,0,96,48
002circle_2p5_0,50.0,defect,0,480,80,576
002circle_2p5_0,50.0,defect,192,0,288,80
002circle_2p5_0,50.0,defect,272,0,368,80
002circle_2p5_0,50.0,defect,336,560,384,592
002circle_2p5_0,50.0,defect,96,0,144,48
002circle_2p5_0,50.0,defect,48,48,224,416
002circle_2p5_0,50.0,defect,0,416,80,512
002circle_2p5_0,50.0,defect,0,192,80,288
002circle_2p5_0,50.0,defect,0,320,48,368
002circle_2p5_0,50.0,defect,64,0,112,48
002circle_2p5_0,50.0,defect,0,224,48,272
002circle_2p5_0,50.0,defect,368,272,384,368
002circle_2p5_0,50.0,defect,0,272,64,400
002circle_2p5_0,50.0,defect,288,304,384,400
002circle_2p5_0,50.0,defect,0,368,48,544
002circle_2p5_0,50.0,defect,0,464,48,512
002circle_2p5_0,50.0,defect,336,576,384,592
002circle_2p5_0,50.0,defect,368,304,384,400
002circle_2p5_0,50.0,defect,288,544,384,592
002circle_2p5_0,50.0,defect,0,32,48,80
002circle_2p5_0,50.0,defect,304,0,352,48
002circle_2p5_1,50.0,defect,288,48,384,416
002circle_2p5_1,50.0,defect,0,192,48,368
002circle_2p5_1,50.0,defect,96,0,144,48
002circle_2p5_1,50.0,defect,224,0,384,48
002circle_2p5_1,50.0,defect,112,0,160,48
002circle_2p5_1,50.0,defect,336,496,384,592
002circle_2p5_1,50.0,defect,0,32,80,400
002circle_2p5_1,50.0,defect,0,272,48,320
002circle_2p5_1,50.0,defect,336,576,384,592
002circle_2p5_1,50.0,defect,352,560,384,592
002circle_2p5_1,50.0,defect,48,0,224,48
002circle_2p5_1,50.0,defect,64,0,160,32
002circle_2p5_1,50.0,defect,128,0,304,192
002circle_2p5_1,50.0,defect,0,224,32,320
002circle_2p5_1,50.0,defect,0,192,80,288
002circle_2p5_1,50.0,defect,0,112,192,288
002circle_2p5_1,50.0,defect,0,0,304,80
002circle_2p5_1,50.0,defect,288,416,384,592
002circle_2p5_1,50.0,defect,0,224,192,400
002circle_2p5_1,50.0,defect,0,384,192,560
002circle_2p5_1,50.0,defect,368,544,384,592
002circle_2p5_1,50.0,defect,128,0,384,80
002circle_2p5_1,50.0,defect,0,304,80,592
002circle_2p5_1,50.0,defect,64,0,160,80
002circle_2p5_1,50.0,defect,0,0,48,48
002circle_2p5_1,50.0,defect,0,240,80,336
002circle_2p5_1,50.0,defect,96,0,192,80
002circle_2p5_1,50.0,defect,0,256,48,304
002circle_2p5_1,50.0,defect,16,32,192,400
002circle_2p5_1,50.0,defect,304,0,368,32
002circle_2p5_1,50.0,defect,96,0,192,32
002circle_2p5_1,50.0,defect,272,0,336,32
002circle_2p5_1,50.0,defect,128,0,224,80
002circle_2p5_1,50.0,defect,144,0,192,48
002circle_2p5_1,50.0,defect,160,64,336,432
002circle_2p5_1,50.0,defect,0,272,80,368
002circle_2p5_1,50.0,defect,80,0,128,48
002circle_2p5_1,50.0,defect,0,256,32,352
002circle_2p5_1,50.0,defect,0,320,192,496
002circle_2p5_1,50.0,defect,0,0,80,80
002circle_2p5_1,50.0,defect,208,208,384,384
002circle_2p5_1,50.0,defect,272,0,368,80
002circle_2p5_1,50.0,defect,0,192,32,288
002circle_2p5_1,50.0,defect,288,544,384,592
002circle_2p5_1,50.0,defect,0,224,48,272
002circle_2p5_1,50.0,defect,0,240,48,288
002circle_2p5_1,50.0,defect,128,0,176,48
002circle_2p5_1,50.0,defect,0,208,48,256
002circle_2p5_1,50.0,defect,0,288,48,336
002circle_2p5_1,50.0,defect,64,0,240,192
002circle_2p5_1,50.0,defect,208,496,384,592
002circle_2p5_1,50.0,defect,0,432,304,592
002circle_2p5_1,50.0,defect,176,368,384,592
002circle_2p5_1,50.0,defect,224,0,384,288
002circle_2p5_1,50.0,defect,0,0,160,272
002circle_2p5_1,50.0,defect,80,0,384,256
002circle_2p5_1,50.0,defect,224,224,384,528
002circle_2p5_1,50.0,defect,48,208,352,512
002circle_2p5_1,50.0,defect,0,256,128,544
002circle_2p5_1,50.0,defect,0,240,256,544
002circle_2p5_1,50.0,defect,0,0,80,192
002circle_2p5_1,50.0,defect,0,0,32,32
002circle_2p5_1,50.0,defect,288,0,384,192
002circle_2p5_1,50.0,defect,336,0,384,80
002circle_2p5_1,50.0,defect,368,0,384,48
002circle_2p5_1,50.0,defect,336,0,384,32
002circle_2p5_1,50.0,defect,0,128,128,416
002circle_2p5_1,50.0,defect,0,0,192,128
002circle_2p5_1,50.0,defect,32,48,336,352
002circle_2p5_1,50.0,defect,16,0,64,48
002circle_2p5_1,50.0,defect,352,272,384,336
002circle_2p5_1,50.0,defect,160,0,256,32
002circle_2p5_1,50.0,defect,0,432,48,480
002circle_2p5_1,50.0,defect,0,32,32,128
002circle_2p5_1,50.0,defect,0,448,32,512
002circle_2p5_1,50.0,defect,0,496,48,544
002circle_2p5_1,50.0,defect,0,176,32,240
002circle_2p5_1,50.0,defect,32,0,96,32
002circle_2p5_1,50.0,defect,176,0,304,64
002circle_2p5_1,50.0,defect,192,0,240,48
002circle_2p5_1,50.0,defect,0,464,32,560
002circle_2p5_1,50.0,defect,288,256,384,352
002circle_2p5_1,50.0,defect,240,0,304,32
002circle_2p5_1,50.0,defect,336,208,384,384
002circle_2p5_1,50.0,defect,0,416,48,592
002circle_2p5_1,50.0,defect,0,320,48,368
002circle_2p5_1,50.0,defect,368,256,384,352
002circle_2p5_1,50.0,defect,0,288,32,384
002circle_2p5_1,50.0,defect,208,144,384,320
002circle_2p5_1,50.0,defect,64,112,160,288
002circle_2p5_1,50.0,defect,0,352,48,528
002circle_2p5_1,50.0,defect,16,160,192,256
002circle_2p5_1,50.0,defect,0,64,48,112
002circle_2p5_1,50.0,defect,0,400,32,496
002circle_2p5_1,50.0,defect,80,176,144,240
002circle_2p5_1,50.0,defect,0,400,80,496
002circle_2p5_1,50.0,defect,0,288,64,416
002circle_2p5_1,50.0,defect,0,512,48,560
002circle_2p5_1,50.0,defect,0,64,80,160
002circle_2p5_1,50.0,defect,0,288,176,384
002circle_2p5_1,50.0,defect,64,64,240,432
002circle_2p5_1,50.0,defect,48,352,224,592
002circle_2p5_1,50.0,defect,0,48,48,96
002circle_2p5_1,50.0,defect,96,304,384,480
002circle_2p5_1,50.0,defect,0,0,48,160
002circle_2p5_1,50.0,defect,240,0,336,80
002circle_2p5_1,50.0,defect,0,144,64,272
002circle_2p5_1,50.0,defect,0,0,80,32
002circle_2p5_1,50.0,defect,0,16,48,64
002circle_2p5_1,50.0,defect,0,0,32,80
002circle_2p5_1,50.0,defect,128,0,224,32
002circle_2p5_1,50.0,defect,32,0,128,80
002circle_2p5_1,50.0,defect,352,0,384,48
002circle_2p5_1,50.0,defect,0,304,48,352
002circle_2p5_1,50.0,defect,128,304,304,592
002circle_2p5_1,50.0,defect,0,432,80,528
002circle_2p5_1,50.0,defect,0,160,288,336
002circle_2p5_1,50.0,defect,160,0,208,48
002circle_2p5_1,50.0,defect,176,0,224,48
002circle_2p5_1,50.0,defect,0,32,80,128
002circle_2p5_1,50.0,defect,160,0,256,80
002circle_2p5_1,50.0,defect,0,464,80,560
002circle_2p5_1,50.0,defect,0,496,192,592
002circle_2p5_1,50.0,defect,0,480,48,528
002circle_2p5_1,50.0,defect,64,0,112,48
002circle_2p5_1,50.0,defect,0,0,128,48
002circle_2p5_1,50.0,defect,112,0,288,48
003circle_2p5_0,50.0,defect,0,112,80,208
003circle_2p5_0,50.0,defect,128,0,384,80
003circle_2p5_0,50.0,defect,0,320,192,496
003circle_2p5_0,50.0,defect,0,0,96,64
003circle_2p5_0,50.0,defect,80,0,256,48
003circle_2p5_0,50.0,defect,96,0,192,80
003circle_2p5_0,50.0,defect,0,48,80,416
003circle_2p5_0,50.0,defect,16,0,64,48
003circle_2p5_0,50.0,defect,144,0,272,64
003circle_2p5_0,50.0,defect,112,0,176,32
003circle_2p5_0,50.0,defect,0,560,48,592
003circle_2p5_0,50.0,defect,208,496,384,592
003circle_2p5_0,50.0,defect,0,112,192,288
003circle_2p5_0,50.0,defect,80,0,256,192
003circle_2p5_0,50.0,defect,336,0,384,80
003circle_2p5_0,50.0,defect,368,0,384,48
003circle_2p5_0,50.0,defect,336,0,384,32
003circle_2p5_0,50.0,defect,288,0,384,48
003circle_2p5_0,50.0,defect,0,0,48,48
003circle_2p5_0,50.0,defect,144,0,320,192
003circle_2p5_0,50.0,defect,16,0,192,192
003circle_2p5_0,50.0,defect,0,336,80,592
003circle_2p5_0,50.0,defect,0,384,192,560
003circle_2p5_0,50.0,defect,288,80,384,448
003circle_2p5_0,50.0,defect,0,480,80,576
003circle_2p5_0,50.0,defect,144,0,192,48
003circle_2p5_0,50.0,defect,272,0,368,80
003circle_2p5_0,50.0,defect,160,0,224,32
003circle_2p5_0,50.0,defect,208,192,384,368
003circle_2p5_0,50.0,defect,192,0,240,48
003circle_2p5_0,50.0,defect,16,0,192,48
003circle_2p5_0,50.0,defect,304,0,352,48
003circle_2p5_0,50.0,defect,0,432,48,480
003circle_2p5_0,50.0,defect,0,352,48,528
003circle_2p5_0,50.0,defect,32,0,80,48
003circle_2p5_0,50.0,defect,0,480,32,576
003circle_2p5_0,50.0,defect,288,336,384,592
003circle_2p5_0,50.0,defect,0,0,80,32
003circle_2p5_0,50.0,defect,0,432,48,592
003circle_2p5_0,50.0,defect,128,0,224,80
003circle_2p5_0,50.0,defect,0,176,192,352
003circle_2p5_0,50.0,defect,0,512,48,560
003circle_2p5_0,50.0,defect,0,496,48,544
003circle_2p5_0,50.0,defect,0,352,304,592
003circle_2p5_0,50.0,defect,144,384,384,592
003circle_2p5_0,50.0,defect,224,0,384,208
003circle_2p5_0,50.0,defect,48,96,352,400
003circle_2p5_0,50.0,defect,48,0,352,224
003circle_2p5_0,50.0,defect,0,224,128,512
003circle_2p5_0,50.0,defect,144,192,384,496
003circle_2p5_0,50.0,defect,0,224,272,528
003circle_2p5_0,50.0,defect,0,448,144,592
003circle_2p5_0,50.0,defect,0,0,80,192
003circle_2p5_0,50.0,defect,0,0,32,32
003circle_2p5_0,50.0,defect,0,528,64,592
003circle_2p5_0,50.0,defect,0,576,48,592
003circle_2p5_0,50.0,defect,0,544,32,592
003circle_2p5_0,50.0,defect,144,16,384,320
003circle_2p5_0,50.0,defect,0,32,224,336
003circle_2p5_0,50.0,defect,208,0,256,48
003circle_2p5_0,50.0,defect,0,448,80,544
003circle_2p5_0,50.0,defect,0,32,48,208
003circle_2p5_0,50.0,defect,0,64,32,160
003circle_2p5_0,50.0,defect,0,240,48,288
003circle_2p5_0,50.0,defect,0,192,48,240
003circle_2p5_0,50.0,defect,0,192,64,320
003circle_2p5_0,50.0,defect,336,560,384,592
003circle_2p5_0,50.0,defect,368,544,384,592
003circle_2p5_0,50.0,defect,224,0,288,32
003circle_2p5_0,50.0,defect,0,128,64,256
003circle_2p5_0,50.0,defect,336,144,384,320
003circle_2p5_0,50.0,defect,368,192,384,288
003circle_2p5_0,50.0,defect,256,0,320,32
003circle_2p5_0,50.0,defect,0,400,32,464
003circle_2p5_0,50.0,defect,0,176,32,272
003circle_2p5_0,50.0,defect,112,208,288,576
003circle_2p5_0,50.0,defect,0,352,80,448
003circle_2p5_0,50.0,defect,0,224,48,272
003circle_2p5_0,50.0,defect,0,464,48,512
003circle_2p5_0,50.0,defect,320,512,384,592
003circle_2p5_0,50.0,defect,208,80,384,256
003circle_2p5_0,50.0,defect,0,176,48,224
003circle_2p5_0,50.0,defect,352,208,384,272
003circle_2p5_0,50.0,defect,64,288,384,464
003circle_2p5_0,50.0,defect,288,208,384,304
003circle_2p5_0,50.0,defect,0,96,48,144
003circle_2p5_0,50.0,defect,0,112,48,160
003circle_2p5_0,50.0,defect,48,112,224,480
003circle_2p5_0,50.0,defect,368,240,384,336
003circle_2p5_0,50.0,defect,0,144,304,320
003circle_2p5_0,50.0,defect,0,208,32,304
003circle_2p5_0,50.0,defect,0,80,48,128
003circle_2p5_0,50.0,defect,96,0,144,48
003circle_2p5_0,50.0,defect,0,480,48,528
003circle_2p5_0,50.0,defect,48,0,144,32
003circle_2p5_0,50.0,defect,64,0,112,48
003circle_2p5_0,50.0,defect,224,0,352,64
003circle_2p5_0,50.0,defect,0,240,192,416
003circle_2p5_0,50.0,defect,288,0,336,48
003circle_2p5_0,50.0,defect,272,0,368,32
003circle_2p5_0,50.0,defect,48,0,96,48
003circle_2p5_0,50.0,defect,64,0,160,80
003circle_2p5_0,50.0,defect,0,384,80,480
003circle_2p5_0,50.0,defect,80,0,128,48
003circle_2p5_0,50.0,defect,0,448,32,544
003circle_2p5_0,50.0,defect,208,256,384,432
003circle_2p5_0,50.0,defect,0,48,80,144
003circle_2p5_0,50.0,defect,0,0,64,96
003circle_2p5_0,50.0,defect,352,0,384,48
003circle_2p5_0,50.0,defect,112,416,288,592
003circle_2p5_0,50.0,defect,0,208,48,256
003circle_2p5_0,50.0,defect,0,416,80,512
003circle_2p5_0,50.0,defect,0,80,80,176
003circle_2p5_0,50.0,defect,0,0,32,80
003circle_2p5_0,50.0,defect,0,80,368,256
003circle_2p5_0,50.0,defect,0,176,80,272
003circle_2p5_0,50.0,defect,0,448,48,496
003circle_2p5_0,50.0,defect,16,496,384,592
003circle_2p5_0,50.0,defect,192,0,288,80
003circle_2p5_0,50.0,defect,0,16,48,64
003circle_2p5_1,50.0,defect,256,0,320,32
003circle_2p5_1,50.0,defect,336,576,384,592
003circle_2p5_1,50.0,defect,208,304,384,480
003circle_2p5_1,50.0,defect,128,0,304,48
003circle_2p5_1,50.0,defect,288,544,384,592
003circle_2p5_1,50.0,defect,288,144,384,512
003circle_2p5_1,50.0,defect,0,0,96,64
003circle_2p5_1,50.0,defect,0,0,80,288
003circle_2p5_1,50.0,defect,208,224,384,400
003circle_2p5_1,50.0,defect,0,208,80,304
003circle_2p5_1,50.0,defect,64,0,240,48
003circle_2p5_1,50.0,defect,352,0,384,48
003circle_2p5_1,50.0,defect,144,0,208,32
003circle_2p5_1,50.0,defect,0,304,192,480
003circle_2p5_1,50.0,defect,16,0,64,48
003circle_2p5_1,50.0,defect,128,0,224,80
003circle_2p5_1,50.0,defect,352,560,384,592
003circle_2p5_1,50.0,defect,128,496,384,592
003circle_2p5_1,50.0,defect,208,368,384,544
003circle_2p5_1,50.0,defect,0,208,192,384
003circle_2p5_1,50.0,defect,0,80,80,448
003circle_2p5_1,50.0,defect,0,0,368,80
003circle_2p5_1,50.0,defect,0,352,80,592
003circle_2p5_1,50.0,defect,32,0,208,192
003circle_2p5_1,50.0,defect,0,0,48,48
003circle_2p5_1,50.0,defect,32,416,208,592
003circle_2p5_1,50.0,defect,160,0,336,192
003circle_2p5_1,50.0,defect,336,496,384,592
003circle_2p5_1,50.0,defect,0,496,320,592
000circle_2p5_0,50.0,defect,336,304,384,352
000circle_2p5_0,50.0,defect,368,544,384,592
000circle_2p5_0,50.0,defect,64,0,240,192
000circle_2p5_0,50.0,defect,128,0,384,80
000circle_2p5_0,50.0,defect,0,0,96,64
000circle_2p5_0,50.0,defect,288,128,384,496
000circle_2p5_0,50.0,defect,0,0,176,48
000circle_2p5_0,50.0,defect,0,176,192,352
000circle_2p5_0,50.0,defect,0,80,192,256
000circle_2p5_0,50.0,defect,352,0,384,48
000circle_2p5_0,50.0,defect,16,0,64,48
000circle_2p5_0,50.0,defect,288,544,384,592
000circle_2p5_0,50.0,defect,240,0,384,48
000circle_2p5_0,50.0,defect,0,0,80,32
000circle_2p5_0,50.0,defect,0,304,192,480
000circle_2p5_0,50.0,defect,0,0,48,48
000circle_2p5_0,50.0,defect,336,576,384,592
000circle_2p5_0,50.0,defect,0,0,288,80
000circle_2p5_0,50.0,defect,288,416,384,592
000circle_2p5_0,50.0,defect,0,416,80,592
000circle_2p5_0,50.0,defect,0,544,32,592
000circle_2p5_0,50.0,defect,0,576,48,592
000circle_2p5_0,50.0,defect,0,528,64,592
000circle_2p5_0,50.0,defect,352,560,384,592
000circle_2p5_0,50.0,defect,0,176,80,544
000circle_2p5_0,50.0,defect,336,496,384,592
000circle_2p5_0,50.0,defect,0,240,192,416
000circle_2p5_0,50.0,defect,128,0,304,192
000circle_2p5_0,50.0,defect,48,0,144,80
000circle_2p5_0,50.0,defect,0,320,80,416
000circle_2p5_0,50.0,defect,0,208,48,384
000circle_2p5_0,50.0,defect,288,0,352,32
000circle_2p5_0,50.0,defect,272,0,320,48
000circle_2p5_0,50.0,defect,96,416,272,592
000circle_2p5_0,50.0,defect,80,0,144,32
000circle_2p5_0,50.0,defect,0,336,48,384
000circle_2p5_0,50.0,defect,0,320,48,368
000circle_2p5_0,50.0,defect,112,0,240,64
000circle_2p5_0,50.0,defect,0,288,32,384
000circle_2p5_0,50.0,defect,64,0,112,48
000circle_2p5_0,50.0,defect,208,208,384,384
000circle_2p5_0,50.0,defect,0,0,80,352
000circle_2p5_0,50.0,defect,32,0,96,32
000circle_2p5_0,50.0,defect,64,496,384,592
000circle_2p5_0,50.0,defect,288,0,384,80
000circle_2p5_0,50.0,defect,0,288,80,384
000circle_2p5_0,50.0,defect,320,0,368,48
000circle_2p5_0,50.0,defect,0,256,80,352
000circle_2p5_0,50.0,defect,0,496,192,592
000circle_2p5_0,50.0,defect,0,320,144,592
000circle_2p5_0,50.0,defect,224,368,384,592
000circle_2p5_0,50.0,defect,0,432,240,592
000circle_2p5_0,50.0,defect,32,352,336,592
000circle_2p5_0,50.0,defect,112,192,384,496
000circle_2p5_0,50.0,defect,208,0,384,224
000circle_2p5_0,50.0,defect,16,0,320,272
000circle_2p5_0,50.0,defect,112,16,384,320
000circle_2p5_0,50.0,defect,0,0,176,176
000circle_2p5_0,50.0,defect,0,240,256,544
000circle_2p5_0,50.0,defect,0,128,224,432
000circle_2p5_0,50.0,defect,0,176,144,480
000circle_2p5_0,50.0,defect,368,0,384,48
000circle_2p5_0,50.0,defect,288,0,384,192
000circle_2p5_0,50.0,defect,336,0,384,80
000circle_2p5_0,50.0,defect,336,0,384,32
000circle_2p5_0,50.0,defect,0,0,32,32
000circle_2p5_0,50.0,defect,48,0,336,128
000circle_2p5_0,50.0,defect,0,96,128,384
000circle_2p5_0,50.0,defect,0,304,48,352
000circle_2p5_0,50.0,defect,0,288,48,336
000circle_2p5_0,50.0,defect,0,256,32,320
000circle_2p5_0,50.0,defect,0,128,32,224
000circle_2p5_0,50.0,defect,336,288,384,336
000circle_2p5_0,50.0,defect,0,336,64,464
000circle_2p5_0,50.0,defect,208,0,304,32
000circle_2p5_0,50.0,defect,336,272,384,320
000circle_2p5_0,50.0,defect,0,64,80,160
000circle_2p5_0,50.0,defect,0,128,64,256
000circle_2p5_0,50.0,defect,0,352,32,416
000circle_2p5_0,50.0,defect,0,112,48,160
000circle_2p5_0,50.0,defect,160,80,336,448
000circle_2p5_0,50.0,defect,192,496,288,592
000circle_2p5_0,50.0,defect,0,144,48,192
000circle_2p5_0,50.0,defect,224,544,272,592
000circle_2p5_0,50.0,defect,0,480,32,576
000circle_2p5_0,50.0,defect,0,96,32,192
000circle_2p5_0,50.0,defect,0,128,48,176
000circle_2p5_0,50.0,defect,176,0,304,64
000circle_2p5_0,50.0,defect,320,240,384,368
000circle_2p5_0,50.0,defect,0,0,32,80
000circle_2p5_0,50.0,defect,208,320,384,496
000circle_2p5_0,50.0,defect,0,16,48,192
000circle_2p5_0,50.0,defect,128,0,176,48
000circle_2p5_0,50.0,defect,352,240,384,304
000circle_2p5_0,50.0,defect,176,544,224,592
000circle_2p5_0,50.0,defect,0,384,48,432
000circle_2p5_0,50.0,defect,0,160,48,208
000circle_2p5_0,50.0,defect,80,160,384,336
